tourney_id,tourney_name,match_id,winner_name,loser_name
1930-520,Roland Garros,48,Jean Couiteas De Faucamberge,Andre Ewbank
1930-520,Roland Garros,49,Henri Jean Cochet,Bi Clark
1930-520,Roland Garros,50,Bill Tilden Ii,Nicolae Mishu
1930-520,Roland Garros,51,Pat Hughes,Anthony Willard
1930-520,Roland Garros,52,George E Lyttleton Rogers,Hector Chiesa
1930-520,Roland Garros,53,Emmanuel Du Plaix,Andre Martin Legeay
1930-520,Roland Garros,54,Jean Laurent Robert Borotra,Jean Pierre Samazeuilh
1930-520,Roland Garros,55,Yoshiro Ohta,Ian Glen Collins
1930-520,Roland Garros,56,John Colin Gregory,Vladimir M Landau
1930-520,Roland Garros,57,Daniel Dan Prenn,Herman W Artens
1930-520,Roland Garros,58,Heinrich Kleinschroth,Toto Brugnon
1930-520,Roland Garros,59,Gar Moon,Pierre Henri Landry
1930-520,Roland Garros,60,Junior Coen,Georges Glasser
1930-520,Roland Garros,61,Umberto Luigi De Morpurgo,Tamino Abe
1930-520,Roland Garros,62,Harry Lee,Coco Gentien
1930-520,Roland Garros,63,Harry Hopman,Takeichi Harada
1930-520,Roland Garros,64,Leonce J Aslangul,J Rivero Ferro
1930-520,Roland Garros,65,Henri Jean Cochet,Jean Couiteas De Faucamberge
1930-520,Roland Garros,66,Bill Tilden Ii,Pat Hughes
1930-520,Roland Garros,67,George E Lyttleton Rogers,Emmanuel Du Plaix
1930-520,Roland Garros,68,Jean Laurent Robert Borotra,Yoshiro Ohta
1930-520,Roland Garros,69,John Colin Gregory,Daniel Dan Prenn
1930-520,Roland Garros,70,Gar Moon,Heinrich Kleinschroth
1930-520,Roland Garros,71,Umberto Luigi De Morpurgo,Junior Coen
1930-520,Roland Garros,72,Harry Hopman,Harry Lee
1930-520,Roland Garros,73,Henri Jean Cochet,Leonce J Aslangul
1930-520,Roland Garros,74,Bill Tilden Ii,George E Lyttleton Rogers
1930-520,Roland Garros,75,Jean Laurent Robert Borotra,John Colin Gregory
1930-520,Roland Garros,76,Umberto Luigi De Morpurgo,Gar Moon
1930-520,Roland Garros,77,Henri Jean Cochet,Harry Hopman
1930-520,Roland Garros,78,Bill Tilden Ii,Jean Laurent Robert Borotra
1930-520,Roland Garros,79,Henri Jean Cochet,Umberto Luigi De Morpurgo
1930-520,Roland Garros,80,Henri Jean Cochet,Bill Tilden Ii
1930-540,Wimbledon,1,Henri Jean Cochet,Henk Timmer
1930-540,Wimbledon,2,Cam Malfroy,Placido Gaslini
1930-540,Wimbledon,3,Roderich Ferdinand Ottomar Menzel,Jimmy Reddall
1930-540,Wimbledon,4,Berkeley Bell,Arthur W Vinall
1930-540,Wimbledon,5,Horace Keats Lester,Eugene H Mccauliff
1930-540,Wimbledon,6,Ronald D Poland,Leopold De Borman
1930-540,Wimbledon,7,Jimmy W Nuthall,Ali Hassan Fyzee
1930-540,Wimbledon,8,John Brian Gilbert,John  H Shales
1930-540,Wimbledon,9,Wilmer Lawson Allison,Gar Moon
1930-540,Wimbledon,10,Stanley W Harris,Nicolae Mishu
1930-540,Wimbledon,11,Eric Conrad Peters,Arthur J Smith
1930-540,Wimbledon,12,George E Lyttleton Rogers,Hyotare Satoh
1930-540,Wimbledon,13,George H Perkins,Alain J Gerbault
1930-540,Wimbledon,14,Daniel Dan Prenn,G Oswald Jameson
1930-540,Wimbledon,15,Laddie Wheatcroft,Henry Jf Hunter
1930-540,Wimbledon,16,Pat Hughes,John David Patrick Wheatley
1930-540,Wimbledon,17,John Thomas Godfray Hope Doeg,Nigel Sharpe
1930-540,Wimbledon,18,Alfred L Della Porta,Maurice Ferrier
1930-540,Wimbledon,19,Edward Flury,E Claude Metcalf
1930-540,Wimbledon,20,Jacques Christian Boussus,Max S Ellmer
1930-540,Wimbledon,21,Man Mohan,Dickie Ritchie
1930-540,Wimbledon,22,Jack Crawford,Josef Malecek
1930-540,Wimbledon,23,Heinrich Kleinschroth,Jack S Harrison
1930-540,Wimbledon,24,Herman F David,Bm Clark
1930-540,Wimbledon,25,Bunny Austin,Ted Avory
1930-540,Wimbledon,26,Jacques Georges Grandguillot,Llewelyn Williams
1930-540,Wimbledon,27,Pierre Henri Landry,Gerald R Sherwell
1930-540,Wimbledon,28,Georges Glasser,Henry Purcell
1930-540,Wimbledon,29,Oswald Graham Noel Turnbull,Ludwig  Albrecht Constantin Maria Count Von Salm Hoogstraeten
1930-540,Wimbledon,30,Gregory Mangin,Yoshiro Ohta
1930-540,Wimbledon,31,Ryuki Miki,Jack Montagu Hillyard
1930-540,Wimbledon,32,Billy Collins,Ian Glen Collins
1930-540,Wimbledon,33,Bill Tilden Ii,Athar Ali Fyzee
1930-540,Wimbledon,34,Edward O Mather,Jh Frowen
1930-540,Wimbledon,35,John William Van Ryn,Wah Duff
1930-540,Wimbledon,36,Jack Chamberlain,Hector Chiesa
1930-540,Wimbledon,37,John Pennycuick,Jorge Williams
1930-540,Wimbledon,38,Donald Mcneil Greig,Janmeja Charanjiva
1930-540,Wimbledon,39,Toto Brugnon,Fritz Kuhlmann
1930-540,Wimbledon,40,Buster Andrews,Aubrey Willard
1930-540,Wimbledon,41,Umberto Luigi De Morpurgo,Geoffrey  Em De St Croix
1930-540,Wimbledon,42,Jack F G Lysaght,Bob Tinkler
1930-540,Wimbledon,43,Orson Wright,Claude Barrelet De Ricou
1930-540,Wimbledon,44,Fred Perry,Brame Hillyard
1930-540,Wimbledon,45,John Colin Gregory,Hs Lewis Barclay
1930-540,Wimbledon,46,Vladimir M Landau,Leslie Allison Godfree
1930-540,Wimbledon,47,Colin S Higgins,Dm Evans
1930-540,Wimbledon,48,Takeichi Harada,Enw Oliver
1930-540,Wimbledon,49,Jean Laurent Robert Borotra,F Crosbie
1930-540,Wimbledon,50,Harry Lee,William H Powell
1930-540,Wimbledon,51,Kenneth C Gandar Dower,Wg Curtis Morgan
1930-540,Wimbledon,52,John Sheldon Olliff,Brian D Helmore
1930-540,Wimbledon,53,Capt Cazalet,Jan Van Der Heide
1930-540,Wimbledon,54,Bela Von Kehrling,Raymond Rodel
1930-540,Wimbledon,55,Philip F Glover,Gordon Gwyn Lennox Tuckett
1930-540,Wimbledon,56,Jan Kozeluh,Norman H Latchford
1930-540,Wimbledon,57,George Martin Lott,Hira Lal Soni
1930-540,Wimbledon,58,Charles Herbert Kingsley,Gordon Rhind Oak Crole Rees
1930-540,Wimbledon,59,Harry Hopman,Donald Leahong
1930-540,Wimbledon,60,Frank Herbert David Wilde,Andre Lacroix
1930-540,Wimbledon,61,Emmanuel Du Plaix,David Rutnam
1930-540,Wimbledon,62,Pat Spence,John C F Masterman
1930-540,Wimbledon,63,George Godsell,Herman W Artens
1930-540,Wimbledon,64,Tamino Abe,David H Williams
1930-540,Wimbledon,65,Henri Jean Cochet,Cam Malfroy
1930-540,Wimbledon,66,Berkeley Bell,Roderich Ferdinand Ottomar Menzel
1930-540,Wimbledon,67,Horace Keats Lester,Ronald D Poland
1930-540,Wimbledon,68,John Brian Gilbert,Jimmy W Nuthall
1930-540,Wimbledon,69,Wilmer Lawson Allison,Stanley W Harris
1930-540,Wimbledon,70,George E Lyttleton Rogers,Eric Conrad Peters
1930-540,Wimbledon,71,Daniel Dan Prenn,George H Perkins
1930-540,Wimbledon,72,Pat Hughes,Laddie Wheatcroft
1930-540,Wimbledon,73,John Thomas Godfray Hope Doeg,Alfred L Della Porta
1930-540,Wimbledon,74,Jacques Christian Boussus,Edward Flury
1930-540,Wimbledon,75,Jack Crawford,Man Mohan
1930-540,Wimbledon,76,Herman F David,Heinrich Kleinschroth
1930-540,Wimbledon,77,Bunny Austin,Jacques Georges Grandguillot
1930-540,Wimbledon,78,Pierre Henri Landry,Georges Glasser
1930-540,Wimbledon,79,Gregory Mangin,Oswald Graham Noel Turnbull
1930-540,Wimbledon,80,Ryuki Miki,Billy Collins
1930-540,Wimbledon,81,Bill Tilden Ii,Edward O Mather
1930-540,Wimbledon,82,John William Van Ryn,Jack Chamberlain
1930-540,Wimbledon,83,Donald Mcneil Greig,John Pennycuick
1930-540,Wimbledon,84,Buster Andrews,Toto Brugnon
1930-540,Wimbledon,85,Umberto Luigi De Morpurgo,Jack F G Lysaght
1930-540,Wimbledon,86,Fred Perry,Orson Wright
1930-540,Wimbledon,87,John Colin Gregory,Vladimir M Landau
1930-540,Wimbledon,88,Takeichi Harada,Colin S Higgins
1930-540,Wimbledon,89,Jean Laurent Robert Borotra,Harry Lee
1930-540,Wimbledon,90,Kenneth C Gandar Dower,John Sheldon Olliff
1930-540,Wimbledon,91,Bela Von Kehrling,Capt Cazalet
1930-540,Wimbledon,92,Jan Kozeluh,Philip F Glover
1930-540,Wimbledon,93,George Martin Lott,Charles Herbert Kingsley
1930-540,Wimbledon,94,Harry Hopman,Frank Herbert David Wilde
1930-540,Wimbledon,95,Pat Spence,Emmanuel Du Plaix
1930-540,Wimbledon,96,Tamino Abe,George Godsell
1930-540,Wimbledon,97,Henri Jean Cochet,Berkeley Bell
1930-540,Wimbledon,98,Horace Keats Lester,John Brian Gilbert
1930-540,Wimbledon,99,Wilmer Lawson Allison,George E Lyttleton Rogers
1930-540,Wimbledon,100,Pat Hughes,Daniel Dan Prenn
1930-540,Wimbledon,101,John Thomas Godfray Hope Doeg,Jacques Christian Boussus
1930-540,Wimbledon,102,Herman F David,Jack Crawford
1930-540,Wimbledon,103,Bunny Austin,Pierre Henri Landry
1930-540,Wimbledon,104,Gregory Mangin,Ryuki Miki
1930-540,Wimbledon,105,Bill Tilden Ii,John William Van Ryn
1930-540,Wimbledon,106,Buster Andrews,Donald Mcneil Greig
1930-540,Wimbledon,107,Fred Perry,Umberto Luigi De Morpurgo
1930-540,Wimbledon,108,John Colin Gregory,Takeichi Harada
1930-540,Wimbledon,109,Jean Laurent Robert Borotra,Kenneth C Gandar Dower
1930-540,Wimbledon,110,Bela Von Kehrling,Jan Kozeluh
1930-540,Wimbledon,111,George Martin Lott,Harry Hopman
1930-540,Wimbledon,112,Pat Spence,Tamino Abe
1930-540,Wimbledon,113,Henri Jean Cochet,Horace Keats Lester
1930-540,Wimbledon,114,Wilmer Lawson Allison,Pat Hughes
1930-540,Wimbledon,115,John Thomas Godfray Hope Doeg,Herman F David
1930-540,Wimbledon,116,Gregory Mangin,Bunny Austin
1930-540,Wimbledon,117,Bill Tilden Ii,Buster Andrews
1930-540,Wimbledon,118,John Colin Gregory,Fred Perry
1930-540,Wimbledon,119,Jean Laurent Robert Borotra,Bela Von Kehrling
1930-540,Wimbledon,120,George Martin Lott,Pat Spence
1930-540,Wimbledon,121,Wilmer Lawson Allison,Henri Jean Cochet
1930-540,Wimbledon,122,John Thomas Godfray Hope Doeg,Gregory Mangin
1930-540,Wimbledon,123,Bill Tilden Ii,John Colin Gregory
1930-540,Wimbledon,124,Jean Laurent Robert Borotra,George Martin Lott
1930-540,Wimbledon,125,Wilmer Lawson Allison,John Thomas Godfray Hope Doeg
1930-540,Wimbledon,126,Bill Tilden Ii,Jean Laurent Robert Borotra
1930-540,Wimbledon,127,Bill Tilden Ii,Wilmer Lawson Allison
1930-560,US Open,1,Sidney Burr Wood Jr,Weller Evans
1930-560,US Open,2,Julius Seligson,Jack Tidball
1930-560,US Open,3,Junior Coen,George J Jennings
1930-560,US Open,4,Gil Hall,Armand L Bruneau
1930-560,US Open,5,Bitsy Grant,Cedric A Major
1930-560,US Open,6,Dave N Jones Jr,G Frederick Roll
1930-560,US Open,7,Samuel B Gilpin,David R Morrice
1930-560,US Open,8,Arthur S Fowler,Leslie Allison Godfree
1930-560,US Open,9,Clifford Samuel Sutter,Arthur W Macpherson Jr
1930-560,US Open,10,J Emmett Pare,Donald M Frame
1930-560,US Open,11,Herbert L Bowman,Carl Fischer
1930-560,US Open,12,Charlie Leslie,Kenneth B Appel
1930-560,US Open,13,Richard D Lewis,Donald Strachan
1930-560,US Open,14,Harold Macguffin,Louis B Dailey Jr
1930-560,US Open,15,Fritz Mercur,Lloyd Nordstrom
1930-560,US Open,16,Berkeley Bell,Jean Laurent Robert Borotra
1930-560,US Open,17,Bill Tilden Ii,C Lincoln Halberstadt
1930-560,US Open,18,Joseph J Armstrong,Stanley J Harte
1930-560,US Open,19,Jack De Lara,Herbert L Fischer
1930-560,US Open,20,Edward W Feibelman,Robert Considine
1930-560,US Open,21,Henry Ellsworth Vines,Ralph M De Mott
1930-560,US Open,22,Bruce Parkhouse Barnes,John S Millen
1930-560,US Open,23,Eddie Burns,A Baisley Sheridan
1930-560,US Open,24,John William Van Ryn,Arnold W Jones
1930-560,US Open,25,Kirk M Reid,William Clines
1930-560,US Open,26,Percy Lloyd Kynaston,Gerald P Bartosh
1930-560,US Open,27,Keith Gledhill,Alain J Gerbault
1930-560,US Open,28,George E Lyttleton Rogers,Edward E Jenkins Jr
1930-560,US Open,29,Eddie Jacobs,Gus Boehmer Jr
1930-560,US Open,30,Frank J Bowden,Anton F Von Bernuth
1930-560,US Open,31,Sadakazu Onda,Frank M Bonneau
1930-560,US Open,32,Wilmer Lawson Allison,Robert Bryan
1930-560,US Open,33,Richard T Murphy,Henry M Culley
1930-560,US Open,34,Frank Shields,Edward G Tarangioli
1930-560,US Open,35,Elmer J Griffin,Marcel Rainville
1930-560,US Open,36,Gregory Mangin,Bertram Hammell
1930-560,US Open,37,John Francis Hennessey,Phil Neer
1930-560,US Open,38,Keith Werner,Watty Washburn
1930-560,US Open,39,John Sheldon Olliff,Howard Langlie
1930-560,US Open,40,Sidney Burr Wood Jr,Julius Seligson
1930-560,US Open,41,Junior Coen,Gil Hall
1930-560,US Open,42,Bitsy Grant,Dave N Jones Jr
1930-560,US Open,43,Samuel B Gilpin,Arthur S Fowler
1930-560,US Open,44,Clifford Samuel Sutter,J Emmett Pare
1930-560,US Open,45,Herbert L Bowman,Charlie Leslie
1930-560,US Open,46,Richard D Lewis,Harold Macguffin
1930-560,US Open,47,Berkeley Bell,Fritz Mercur
1930-560,US Open,48,Bill Tilden Ii,Joseph J Armstrong
1930-560,US Open,49,Edward W Feibelman,Jack De Lara
1930-560,US Open,50,Henry Ellsworth Vines,Bruce Parkhouse Barnes
1930-560,US Open,51,George E Lyttleton Rogers,Eddie Burns
1930-560,US Open,52,John William Van Ryn,Kirk M Reid
1930-560,US Open,53,Keith Gledhill,Percy Lloyd Kynaston
1930-560,US Open,54,Eddie Jacobs,Frank J Bowden
1930-560,US Open,55,Fred Perry,Sadakazu Onda
1930-560,US Open,56,Dick Williams,George Martin Lott
1930-560,US Open,57,Harold Blauer,German Upmann
1930-560,US Open,58,Frank Hunter,Russell Phillips
1930-560,US Open,59,Ted Avory,Eugene H Mccauliff
1930-560,US Open,60,John Thomas Godfray Hope Doeg,W Barry Wood
1930-560,US Open,61,R Morgan Watt Jr,Jimmy W Nuthall
1930-560,US Open,62,Jerry Lang,E Ralph Martin
1930-560,US Open,63,Harry Lee,C Alphonso Smith
1930-560,US Open,64,Wilmer Lawson Allison,Richard T Murphy
1930-560,US Open,65,Frank Shields,Elmer J Griffin
1930-560,US Open,66,Gregory Mangin,John Francis Hennessey
1930-560,US Open,67,John Sheldon Olliff,Keith Werner
1930-560,US Open,68,Sidney Burr Wood Jr,Junior Coen
1930-560,US Open,69,Samuel B Gilpin,Bitsy Grant
1930-560,US Open,70,Clifford Samuel Sutter,Herbert L Bowman
1930-560,US Open,71,Berkeley Bell,Richard D Lewis
1930-560,US Open,72,Bill Tilden Ii,Edward W Feibelman
1930-560,US Open,73,George E Lyttleton Rogers,Henry Ellsworth Vines
1930-560,US Open,74,John William Van Ryn,Keith Gledhill
1930-560,US Open,75,Fred Perry,Eddie Jacobs
1930-560,US Open,76,Dick Williams,Harold Blauer
1930-560,US Open,77,Frank Hunter,Ted Avory
1930-560,US Open,78,John Thomas Godfray Hope Doeg,R Morgan Watt Jr
1930-560,US Open,79,Harry Lee,Jerry Lang
1930-560,US Open,80,Frank Shields,Wilmer Lawson Allison
1930-560,US Open,81,Gregory Mangin,John Sheldon Olliff
1930-560,US Open,82,Sidney Burr Wood Jr,Samuel B Gilpin
1930-560,US Open,83,Clifford Samuel Sutter,Berkeley Bell
1930-560,US Open,84,Bill Tilden Ii,George E Lyttleton Rogers
1930-560,US Open,85,John William Van Ryn,Fred Perry
1930-560,US Open,86,Frank Hunter,Dick Williams
1930-560,US Open,87,John Thomas Godfray Hope Doeg,Harry Lee
1930-560,US Open,88,Frank Shields,Gregory Mangin
1930-560,US Open,89,Sidney Burr Wood Jr,Clifford Samuel Sutter
1930-560,US Open,90,Bill Tilden Ii,John William Van Ryn
1930-560,US Open,91,John Thomas Godfray Hope Doeg,Frank Hunter
1930-560,US Open,92,Frank Shields,Sidney Burr Wood Jr
1930-560,US Open,93,John Thomas Godfray Hope Doeg,Bill Tilden Ii
1930-560,US Open,94,John Thomas Godfray Hope Doeg,Frank Shields
1930-580,Australian Open,1,Basil S Fitchett,Geoff Thomas
1930-580,Australian Open,2,Bert G Tonkin,Jh Busst
1930-580,Australian Open,3,Allan Walton Knight,F Mccracken
1930-580,Australian Open,4,Harold Doctor,Gerald Gaffy
1930-580,Australian Open,5,Victor Beament,K Dalgleish
1930-580,Australian Open,6,A Smith,Norman Mussen
1930-580,Australian Open,7,Adrian Karl Quist,M Noble
1930-580,Australian Open,8,G Payne,M Carpenter
1930-580,Australian Open,9,Harry Hopman,Alfred Chave
1930-580,Australian Open,10,A Harry Hassett,Adrian Karl Quist
1930-580,Australian Open,11,Alan Coldham,Jack Hawkes
1930-580,Australian Open,12,Jack Clemenger,Basil S Fitchett
1930-580,Australian Open,13,Anthony Willard,Ronald D Ford
1930-580,Australian Open,14,Don Turnbull,Bert G Tonkin
1930-580,Australian Open,15,Richard E Schlessinger,Norman Peach
1930-580,Australian Open,16,Allan Walton Knight,Horace Crebbin
1930-580,Australian Open,17,Jack Crawford,W Halliday
1930-580,Australian Open,18,Ernest Rowe,Harold Doctor
1930-580,Australian Open,19,Cliff Es Sproule,Jack Grinstead
1930-580,Australian Open,20,Gar Moon,Thomas E Robinson
1930-580,Australian Open,21,Jsd Sweeting,M Cranfield
1930-580,Australian Open,22,Jack Cummings,Roy Dunlop
1930-580,Australian Open,23,A Smith,Victor Beament
1930-580,Australian Open,24,G Payne,Hector Wallace
1930-580,Australian Open,25,Harry Hopman,A Harry Hassett
1930-580,Australian Open,26,Jack Clemenger,Alan Coldham
1930-580,Australian Open,27,Anthony Willard,Don Turnbull
1930-580,Australian Open,28,Richard E Schlessinger,Allan Walton Knight
1930-580,Australian Open,29,Jack Crawford,Ernest Rowe
1930-580,Australian Open,30,Gar Moon,Jsd Sweeting
1930-580,Australian Open,31,Jack Cummings,A Smith
1930-580,Australian Open,32,Cliff Es Sproule,G Payne
1930-580,Australian Open,33,Harry Hopman,Jack Clemenger
1930-580,Australian Open,34,Anthony Willard,Richard E Schlessinger
1930-580,Australian Open,35,Gar Moon,Jack Cummings
1930-580,Australian Open,36,Jack Crawford,Cliff Es Sproule
1930-580,Australian Open,37,Harry Hopman,Anthony Willard
1930-580,Australian Open,38,Gar Moon,Jack Crawford
1930-580,Australian Open,39,Gar Moon,Harry Hopman
1930-D001,Davis Cup EUR QF: GBR vs AUS,1,Jack Crawford,Harry Lee
1930-D001,Davis Cup EUR QF: GBR vs AUS,2,Harry Hopman,John Colin Gregory
1930-D001,Davis Cup EUR QF: GBR vs AUS,4,Harry Hopman,Harry Lee
1930-D001,Davis Cup EUR QF: GBR vs AUS,5,Jack Crawford,John Colin Gregory
1930-D002,Davis Cup EUR R2: IRL vs AUS,1,Jack Crawford,Edward A Mcguire
1930-D002,Davis Cup EUR R2: IRL vs AUS,2,Edgar Moon,George E Lyttleton Rogers
1930-D002,Davis Cup EUR R2: IRL vs AUS,4,George E Lyttleton Rogers,Jack Crawford
1930-D002,Davis Cup EUR R2: IRL vs AUS,5,Edgar Moon,Edward A Mcguire
1930-D003,Davis Cup EUR SF: ITA vs AUS,1,Giorgio De Stefani,Harry Hopman
1930-D003,Davis Cup EUR SF: ITA vs AUS,2,Umberto Luigi De Morpurgo,Jack Crawford
1930-D003,Davis Cup EUR SF: ITA vs AUS,4,Umberto Luigi De Morpurgo,Harry Hopman
1930-D003,Davis Cup EUR SF: ITA vs AUS,5,Jack Crawford,Giorgio De Stefani
1930-D004,Davis Cup EUR R1: SUI vs AUS,1,Edgar Moon,Hector Chiesa
1930-D004,Davis Cup EUR R1: SUI vs AUS,2,Jack Crawford,Charles Aeschliman
1930-D004,Davis Cup EUR R1: SUI vs AUS,4,Jack Crawford,Hector Chiesa
1930-D004,Davis Cup EUR R1: SUI vs AUS,5,Edgar Moon,Charles Aeschliman
1930-D005,Davis Cup EUR QF: AUT vs ITA,1,Herman W Artens,Placido Gaslini
1930-D005,Davis Cup EUR QF: AUT vs ITA,2,Umberto Luigi De Morpurgo,Franz Wilhelm Matejka
1930-D005,Davis Cup EUR QF: AUT vs ITA,4,Franz Wilhelm Matejka,Placido Gaslini
1930-D005,Davis Cup EUR QF: AUT vs ITA,5,Umberto Luigi De Morpurgo,Herman W Artens
1930-D006,Davis Cup EUR R2: NOR vs AUT,1,Herman W Artens,Torleif Torkildsen
1930-D006,Davis Cup EUR R2: NOR vs AUT,2,Franz Wilhelm Matejka,Jack Fridtjof Charles Haake Coucheron Nobel Nielsen
1930-D006,Davis Cup EUR R2: NOR vs AUT,4,Herman W Artens,Jack Fridtjof Charles Haake Coucheron Nobel Nielsen
1930-D006,Davis Cup EUR R2: NOR vs AUT,5,Franz Wilhelm Matejka,Torleif Torkildsen
1930-D007,Davis Cup EUR R1: BEL vs ESP,1,Enrique Gerardo Maier,Andre La Croix
1930-D007,Davis Cup EUR R1: BEL vs ESP,2,Andre Ewbank,Antonio Juanico
1930-D007,Davis Cup EUR R1: BEL vs ESP,4,Enrique Gerardo Maier,Andre Ewbank
1930-D007,Davis Cup EUR R1: BEL vs ESP,5,Antonio Juanico,Andre La Croix
1930-D008,Davis Cup AME SF: USA vs CAN,1,John William Van Ryn,Jack Wright
1930-D008,Davis Cup AME SF: USA vs CAN,2,George Martin Lott,Marcel Rainville
1930-D008,Davis Cup AME SF: USA vs CAN,4,John Thomas Godfray Hope Doeg,Jack Wright
1930-D008,Davis Cup AME SF: USA vs CAN,5,Wilmer Lawson Allison,Marcel Rainville
1930-D010,Davis Cup EUR R2: TCH vs DEN,1,Roderich Ferdinand Ottomar Menzel,Erik Worm
1930-D010,Davis Cup EUR R2: TCH vs DEN,2,Einer Ulrich,Jan Kozeluh
1930-D010,Davis Cup EUR R2: TCH vs DEN,4,Roderich Ferdinand Ottomar Menzel,Einer Ulrich
1930-D010,Davis Cup EUR R2: TCH vs DEN,5,Jan Kozeluh,Erik Worm
1930-D011,Davis Cup EUR R2: ITA vs EGY,1,Giorgio De Stefani,Jacques Grandguillot
1930-D011,Davis Cup EUR R2: ITA vs EGY,2,Umberto Luigi De Morpurgo,Loutfalla Wahid
1930-D011,Davis Cup EUR R2: ITA vs EGY,4,Giorgio De Stefani, A Riches
1930-D011,Davis Cup EUR R2: ITA vs EGY,5,Umberto Luigi De Morpurgo,Jacques Grandguillot
1930-D012,Davis Cup EUR QF: ESP vs JPN,1,Yoshiro Ota,Antonio Juanico
1930-D012,Davis Cup EUR QF: ESP vs JPN,2,Takeichi Harada,Enrique Gerardo Maier
1930-D012,Davis Cup EUR QF: ESP vs JPN,4,Takeichi Harada,Antonio Juanico
1930-D012,Davis Cup EUR QF: ESP vs JPN,5,Yoshiro Ota,Enrique Gerardo Maier
1930-D013,Davis Cup EUR R2: YUG vs ESP,1,Enrique Gerardo Maier,Franjo Sefer
1930-D013,Davis Cup EUR R2: YUG vs ESP,2,Antonio Juanico,Kresimir Friedrich
1930-D013,Davis Cup EUR R2: YUG vs ESP,4,Enrique Gerardo Maier,Franjo Kukuljevic
1930-D013,Davis Cup EUR R2: YUG vs ESP,5,Antonio Juanico,Franjo Sefer
1930-D014,Davis Cup EUR R2: NED vs FIN,1,Henk Timmer,Bo Grotenfelt
1930-D014,Davis Cup EUR R2: NED vs FIN,2,Arne Wilhelm Grahn,Arthur Diemer Kool
1930-D014,Davis Cup EUR R2: NED vs FIN,4,Henk Timmer,Arne Wilhelm Grahn
1930-D014,Davis Cup EUR R2: NED vs FIN,5,Arthur Diemer Kool,Bo Grotenfelt
1930-D015,Davis Cup WG CR: FRA vs USA,1,Bill Tilden Ii,Jean Laurent Robert Borotra
1930-D015,Davis Cup WG CR: FRA vs USA,2,Henri Jean Cochet,George Martin Lott
1930-D015,Davis Cup WG CR: FRA vs USA,4,Jean Laurent Robert Borotra,George Martin Lott
1930-D015,Davis Cup WG CR: FRA vs USA,5,Henri Jean Cochet,Bill Tilden Ii
1930-D016,Davis Cup EUR R1: GBR vs GER,1,Heinz Landmann,Bunny Austin
1930-D016,Davis Cup EUR R1: GBR vs GER,2,Daniel Dan Prenn,Harry Lee
1930-D016,Davis Cup EUR R1: GBR vs GER,4,Bunny Austin,Daniel Dan Prenn
1930-D016,Davis Cup EUR R1: GBR vs GER,5,Harry Lee,Heinz Landmann
1930-D017,Davis Cup EUR R2: GBR vs POL,1,Harry Lee,Ignacy Hanislaw Tloczynski
1930-D017,Davis Cup EUR R2: GBR vs POL,2,Nigel Sharpe,Maximilian Stolarow
1930-D017,Davis Cup EUR R2: GBR vs POL,4,Harry Lee,Maximilian Stolarow
1930-D017,Davis Cup EUR R2: GBR vs POL,5,Nigel Sharpe,Ignacy Hanislaw Tloczynski
1930-D018,Davis Cup EUR R1: GRE vs IND,1,Janmeja Charanjiva,Orestis Garangiotis
1930-D018,Davis Cup EUR R1: GRE vs IND,2,Augustos Zerlendis,Hira Lal Soni
1930-D018,Davis Cup EUR R1: GRE vs IND,4,Augustos Zerlendis,Janmeja Charanjiva
1930-D018,Davis Cup EUR R1: GRE vs IND,5,Hira Lal Soni,Orestis Garangiotis
1930-D019,Davis Cup EUR R1: HUN vs JPN,1,Yoshiro Ota,Imre Takats
1930-D019,Davis Cup EUR R1: HUN vs JPN,2,Takeichi Harada,Bela Von Kehrling
1930-D019,Davis Cup EUR R1: HUN vs JPN,4,Hyotare Satoh,Imre Takats
1930-D019,Davis Cup EUR R1: HUN vs JPN,5,Yoshiro Ota,Bela Von Kehrling
1930-D020,Davis Cup EUR R2: JPN vs IND,1,Yoshiro Ota,Atri Madan Mohan
1930-D020,Davis Cup EUR R2: JPN vs IND,2,Takeichi Harada,Janmeja Charanjiva
1930-D020,Davis Cup EUR R2: JPN vs IND,4,Yoshiro Ota,Hira Lal Soni
1930-D020,Davis Cup EUR R2: JPN vs IND,5,Hyotare Satoh,Atri Madan Mohan
1930-D021,Davis Cup EUR R1: IRL vs MON,1,Rene Gallepe,Edward A Mcguire
1930-D021,Davis Cup EUR R1: IRL vs MON,2,George E Lyttleton Rogers,Vladimir M Landau
1930-D021,Davis Cup EUR R1: IRL vs MON,4,Edward A Mcguire,Vladimir M Landau
1930-D021,Davis Cup EUR R1: IRL vs MON,5,George E Lyttleton Rogers,Rene Gallepe
1930-D022,Davis Cup EUR F: ITA vs JPN,1,Takeichi Harada,Umberto Luigi De Morpurgo
1930-D022,Davis Cup EUR F: ITA vs JPN,2,Giorgio De Stefani,Yoshiro Ota
1930-D022,Davis Cup EUR F: ITA vs JPN,4,Takeichi Harada,Giorgio De Stefani
1930-D022,Davis Cup EUR F: ITA vs JPN,5,Umberto Luigi De Morpurgo,Yoshiro Ota
1930-D023,Davis Cup EUR F: USA vs ITA,1,Wilmer Lawson Allison,Giorgio De Stefani
1930-D023,Davis Cup EUR F: USA vs ITA,2,George Martin Lott,Umberto Luigi De Morpurgo
1930-D023,Davis Cup EUR F: USA vs ITA,4,George Martin Lott,Giorgio De Stefani
